"cc","x","y","t1","t2"
0,4.99091645868415,0.178698337311395,0.178698337311395,0.178698337311395
0,4.61087253123052,-0.00127671179226763,-0.00127671179226763,-0.00127671179226763
0,5.73112517880475,0.0465992209450272,0.0465992209450272,0.0465992209450272
0,4.58293456791798,-0.237784724958328,-0.237784724958328,-0.237784724958328
0,3.88467337356142,-0.233255118918001,-0.233255118918001,-0.233255118918001
0,4.804839669552,-0.0879300629996145,-0.0879300629996145,-0.0879300629996145
0,4.33818857255375,-0.363278842443938,-0.363278842443938,-0.363278842443938
0,4.77242436244615,-0.00506065326796978,-0.00506065326796978,-0.00506065326796978
0,5.8459472400183,-0.114285493947295,-0.114285493947295,-0.114285493947295
0,3.94706284237966,-0.322327627990545,-0.322327627990545,-0.322327627990545
0,4.43868676730814,-0.0863712860050381,-0.0863712860050381,-0.0863712860050381
0,3.26952725452534,0.1286457811544,0.1286457811544,0.1286457811544
0,4.37802552602741,0.365913059117645,0.365913059117645,0.365913059117645
0,3.43139488934476,-0.0212285395923866,-0.0212285395923866,-0.0212285395923866
0,4.99830490755967,0.0357848919055472,0.0357848919055472,0.0357848919055472
1,3.09446424188043,0.790988475088816,0.790988475088816,NA
0,3.92324389494261,-0.400562172000242,-0.400562172000242,-0.400562172000242
0,4.82140456411252,0.084193473057864,0.084193473057864,0.084193473057864
0,4.22491423533013,0.41994777107438,0.41994777107438,0.41994777107438
-1,3.01069802837099,-0.623456048069934,NA,-0.623456048069934
0,5.15705795988603,-0.164483038481718,-0.164483038481718,-0.164483038481718
0,3.51609575397268,1.5389231100702,1.5389231100702,1.5389231100702
0,4.00085794539863,-0.0537985185838501,-0.0537985185838501,-0.0537985185838501
0,3.4755982601146,-0.00101691345118482,-0.00101691345118482,-0.00101691345118482
0,3.37258667793531,0.0130749362701565,0.0130749362701565,0.0130749362701565
0,3.72113863268725,0.376513826559708,0.376513826559708,0.376513826559708
-1,2.84039430575334,-0.282848602834645,NA,-0.282848602834645
0,3.23761070493583,-0.0642713363898761,-0.0642713363898761,-0.0642713363898761
0,3.74451389174769,0.0538531897844514,0.0538531897844514,0.0538531897844514
0,3.69661297137376,-0.597693430494614,-0.597693430494614,-0.597693430494614
0,4.84143063952989,-0.247353892638341,-0.247353892638341,-0.247353892638341
0,5.00676534931378,-0.152040042005336,-0.152040042005336,-0.152040042005336
1,2.85883525150113,0.319730494330225,0.319730494330225,NA
0,4.51880524811242,-0.427337858337554,-0.427337858337554,-0.427337858337554
0,3.30920763020544,-0.22938657664595,-0.22938657664595,-0.22938657664595
0,3.89598212276114,0.117292509492256,0.117292509492256,0.117292509492256
0,3.45642851675483,0.34535026684461,0.34535026684461,0.34535026684461
0,4.51058042075435,-0.023988423873659,-0.023988423873659,-0.023988423873659
0,3.29066996093576,0.17690837026926,0.17690837026926,0.17690837026926
0,4.86674508729998,0.393926944182881,0.393926944182881,0.393926944182881
0,4.47081471570378,0.190302203485782,0.190302203485782,0.190302203485782
0,3.22141423784234,-0.510545010206612,-0.510545010206612,-0.510545010206612
0,4.4270863479815,-0.12883083651166,-0.12883083651166,-0.12883083651166
0,4.72315407730232,0.171328695579614,0.171328695579614,0.171328695579614
0,3.76394221167984,-0.471594266853462,-0.471594266853462,-0.471594266853462
0,5.26121272639916,0.184252737824282,0.184252737824282,0.184252737824282
0,5.40854183842373,0.215458088611223,0.215458088611223,0.215458088611223
0,3.69936069141836,0.282745086386893,0.282745086386893,0.282745086386893
0,3.16993134170794,-0.122056428081255,-0.122056428081255,-0.122056428081255
0,3.74102210200809,0.652097508074552,0.652097508074552,0.652097508074552
0,5.09524274761926,-0.189617340279888,-0.189617340279888,-0.189617340279888
0,3.28974180062949,0.0423276574932983,0.0423276574932983,0.0423276574932983
0,3.8372442074691,-0.0856517531899263,-0.0856517531899263,-0.0856517531899263
0,3.49725058590771,0.0522112414941596,0.0522112414941596,0.0522112414941596
-1,3.531948019063,-1.66595602945396,NA,-1.66595602945396
0,3.33904156907994,0.019694307982987,0.019694307982987,0.019694307982987
0,4.40556752997372,-0.167938199016751,-0.167938199016751,-0.167938199016751
0,4.24829179803426,-0.0954297425588244,-0.0954297425588244,-0.0954297425588244
0,5.31499943048134,-0.00946212769777688,-0.00946212769777688,-0.00946212769777688
0,3.96525886508005,0.109375633197584,0.109375633197584,0.109375633197584
0,5.13008341341718,-0.16952086926104,-0.16952086926104,-0.16952086926104
0,3.1496603638674,0.327570013118021,0.327570013118021,0.327570013118021
0,3.51186485770376,-0.201837998031961,-0.201837998031961,-0.201837998031961
0,3.54831435377992,-0.781110935466123,-0.781110935466123,-0.781110935466123
0,4.65195359962876,0.378811741652191,0.378811741652191,0.378811741652191
0,3.98182177104143,-0.323634928466225,-0.323634928466225,-0.323634928466225
1,2.96149240785444,0.525044807036845,0.525044807036845,NA
0,3.69122442586566,-0.595649461145118,-0.595649461145118,-0.595649461145118
1,3.53959062302381,1.68124123737559,1.68124123737559,NA
0,4.36959239361367,-0.288049360348404,-0.288049360348404,-0.288049360348404
-1,3.03222899461346,-0.666517980554881,NA,-0.666517980554881
0,4.5279374813866,0.119771379864718,0.119771379864718,0.119771379864718
0,4.93825527209788,-0.21725983747966,-0.21725983747966,-0.21725983747966
1,3.68208781638531,1.96623562409858,1.96623562409858,NA
0,5.17175550019125,-0.0201761755070367,-0.0201761755070367,-0.0201761755070367
0,4.0049245711072,-0.063408648509927,-0.063408648509927,-0.063408648509927
0,4.71559011396072,0.296892137530119,0.296892137530119,0.296892137530119
0,4.15514566216212,-0.225928135292712,-0.225928135292712,-0.225928135292712
0,3.93811374252808,0.773571509048467,0.773571509048467,0.773571509048467
0,3.86256962841706,-0.193802147316093,-0.193802147316093,-0.193802147316093
0,4.95723578751894,-0.248942965156818,-0.248942965156818,-0.248942965156818
0,4.34381178412457,-0.0903540020002787,-0.0903540020002787,-0.0903540020002787
0,5.12740503657792,-0.27671176027939,-0.27671176027939,-0.27671176027939
0,4.26178284493594,-0.165611795285544,-0.165611795285544,-0.165611795285544
1,2.86879508314286,0.339650157613684,0.339650157613684,NA
0,3.52466290369425,1.50909521781429,1.50909521781429,1.50909521781429
0,4.26622118226844,-0.633955183400358,-0.633955183400358,-0.633955183400358
0,4.65309280852963,-0.267317227231858,-0.267317227231858,-0.267317227231858
0,3.70325135513702,-0.153411392219776,-0.153411392219776,-0.153411392219776
0,4.30121438393733,-0.193103744378231,-0.193103744378231,-0.193103744378231
0,5.33404537855742,-0.239462962266042,-0.239462962266042,-0.239462962266042
0,4.2881942893013,-0.0824071801194934,-0.0824071801194934,-0.0824071801194934
0,3.75536349351881,-0.0480330359457009,-0.0480330359457009,-0.0480330359457009
0,4.05773629023786,0.161764287323273,0.161764287323273,0.161764287323273
0,4.80536206050799,-0.0462089736893772,-0.0462089736893772,-0.0462089736893772
0,5.05095426500588,0.00424835695506953,0.00424835695506953,0.00424835695506953
0,4.53545806891186,0.00949246186040309,0.00949246186040309,0.00949246186040309
0,3.08653075006522,0.337000826560671,0.337000826560671,0.337000826560671
0,4.54771719101903,-0.0851344253982553,-0.0851344253982553,-0.0851344253982553
0,3.77047846676352,0.31644912133416,0.31644912133416,0.31644912133416
0,4.67661447421107,0.0301714681581782,0.0301714681581782,0.0301714681581782
0,3.069214510003,-0.08945768460767,-0.08945768460767,-0.08945768460767
0,4.44630427383915,-0.0402368971892804,-0.0402368971892804,-0.0402368971892804
0,4.69835120930745,-0.65308950160007,-0.65308950160007,-0.65308950160007
0,4.52283443403651,0.188751321041853,0.188751321041853,0.188751321041853
0,4.9168662682075,0.263927636641696,0.263927636641696,0.263927636641696
-1,2.909442707297,-0.420945405921972,NA,-0.420945405921972
0,4.65569688851363,0.0537988058938437,0.0537988058938437,0.0537988058938437
0,4.07103586648388,-0.401146869789912,-0.401146869789912,-0.401146869789912
0,4.9367899110406,-0.139352262417254,-0.139352262417254,-0.139352262417254
0,4.98819846856749,0.0807455682500873,0.0807455682500873,0.0807455682500873
0,5.06874193693085,0.0507593178194314,0.0507593178194314,0.0507593178194314
0,4.38830338094044,0.347978967032075,0.347978967032075,0.347978967032075
0,5.09754004116906,0.0513160677258737,0.0513160677258737,0.0513160677258737
0,5.08422516954689,0.138569639507901,0.138569639507901,0.138569639507901
0,4.16229235480853,0.101387659856274,0.101387659856274,0.101387659856274
0,4.80444121832394,0.0754620221233564,0.0754620221233564,0.0754620221233564
0,4.9013688609065,-0.00517769523334533,-0.00517769523334533,-0.00517769523334533
-1,2.74214991967339,-0.0863598306747484,NA,-0.0863598306747484
0,4.65482396102163,-0.016056544486327,-0.016056544486327,-0.016056544486327
0,4.76157986053599,-0.0562836668898603,-0.0562836668898603,-0.0562836668898603
0,4.25322247880573,0.100379183582031,0.100379183582031,0.100379183582031
1,3.33843821598657,1.2789364233011,1.2789364233011,NA
0,4.97908883600381,-0.0504650755576561,-0.0504650755576561,-0.0504650755576561
0,5.38846621571461,-0.0241435473546803,-0.0241435473546803,-0.0241435473546803
0,3.66530606175388,-0.173792182845285,-0.173792182845285,-0.173792182845285
0,3.17722940400767,-0.404514819419205,-0.404514819419205,-0.404514819419205
0,3.68361084884995,0.761694280753936,0.761694280753936,0.761694280753936
0,5.77540003543148,0.0718136092997215,0.0718136092997215,0.0718136092997215
