"cc","x","y","t1","t2"
0,3.68716887642777,0.0715878650294464,0.0715878650294464,0.0715878650294464
0,3.6107359134749,-0.1249387366083,-0.1249387366083,-0.1249387366083
0,4.40380566365624,-0.174831825166088,-0.174831825166088,-0.174831825166088
0,3.61156098502045,0.817600595254508,0.817600595254508,0.817600595254508
0,3.40544371606623,0.591730338323689,0.591730338323689,0.591730338323689
-1,2.70369545223537,-0.00945089579869407,NA,-0.00945089579869407
0,4.15330835910557,0.035079689075487,0.035079689075487,0.035079689075487
0,4.01167226838422,-0.454252588659395,-0.454252588659395,-0.454252588659395
0,5.3442594754317,0.305616921933609,0.305616921933609,0.305616921933609
0,4.7828463951811,-0.220942832870032,-0.220942832870032,-0.220942832870032
0,4.85899892381411,-0.258049276229104,-0.258049276229104,-0.258049276229104
0,4.17002683463549,-0.193350264497187,-0.193350264497187,-0.193350264497187
-1,3.26420121897681,-1.13046242928158,NA,-1.13046242928158
-1,3.47149979668302,-1.545059584694,NA,-1.545059584694
0,4.5942460996505,-0.16981828326571,-0.16981828326571,-0.16981828326571
0,4.58094187875786,0.514554686299526,0.514554686299526,0.514554686299526
0,3.86773213973997,1.39670328885605,1.39670328885605,1.39670328885605
0,5.08351964864914,-0.325957864293321,-0.325957864293321,-0.325957864293321
-1,3.3389402907558,-1.27994057283955,NA,-1.27994057283955
0,4.2404687606486,-0.0267073561189477,-0.0267073561189477,-0.0267073561189477
0,3.12213856040092,0.177429609827943,0.177429609827943,0.177429609827943
0,2.86952971590384,-0.0316630082553377,-0.0316630082553377,-0.0316630082553377
0,4.33227525043662,-2.29460011947673,-2.29460011947673,-2.29460011947673
0,4.44899905855263,0.289017061558278,0.289017061558278,0.289017061558278
0,4.47312760784668,0.0448334593995288,0.0448334593995288,0.0448334593995288
0,4.07769914600101,0.0624079633326042,0.0624079633326042,0.0624079633326042
0,2.99418716009331,-0.219916780921404,-0.219916780921404,-0.219916780921404
0,4.27603074166563,-0.116041397362529,-0.116041397362529,-0.116041397362529
0,4.79980957081304,0.70127967729568,0.70127967729568,0.70127967729568
0,4.76960729953654,-0.251519978473648,-0.251519978473648,-0.251519978473648
0,3.20891447325044,-0.140592078701903,-0.140592078701903,-0.140592078701903
0,4.78718407477621,-0.0857821833070735,-0.0857821833070735,-0.0857821833070735
0,3.15217480885915,-0.183709560341737,-0.183709560341737,-0.183709560341737
0,3.71707239044273,-0.0405586107219702,-0.0405586107219702,-0.0405586107219702
0,5.40001165124006,-0.148991975753828,-0.148991975753828,-0.148991975753828
0,3.48608262055499,-0.761826385111316,-0.761826385111316,-0.761826385111316
-1,3.01007701581917,-0.622214022966296,NA,-0.622214022966296
0,4.7571605317534,-0.0235468208667724,-0.0235468208667724,-0.0235468208667724
0,4.59792723895065,0.153316726704529,0.153316726704529,0.153316726704529
0,5.1925602071139,0.00501757870938402,0.00501757870938402,0.00501757870938402
0,4.67296436186569,-0.0140166648234619,-0.0140166648234619,-0.0140166648234619
0,3.69639928489795,0.869797023399342,0.869797023399342,0.869797023399342
0,4.99022440326122,0.159626926693067,0.159626926693067,0.159626926693067
0,3.5948506027605,0.153199902903995,0.153199902903995,0.153199902903995
0,4.64225466419674,-0.0708870345555468,-0.0708870345555468,-0.0708870345555468
0,4.4686602294002,0.119484417106837,0.119484417106837,0.119484417106837
0,4.35955787193822,0.248058850061345,0.248058850061345,0.248058850061345
0,4.99799124564146,-0.290047109225276,-0.290047109225276,-0.290047109225276
0,4.18465235582622,1.51530679413936,1.51530679413936,1.51530679413936
0,3.62321973223402,0.0101339977109949,0.0101339977109949,0.0101339977109949
0,5.40547731050314,-0.0677107666542414,-0.0677107666542414,-0.0677107666542414
0,4.05093468692065,-0.0863738178398217,-0.0863738178398217,-0.0863738178398217
0,4.57764621180277,0.0751342459971864,0.0751342459971864,0.0751342459971864
-1,2.73269142572421,-0.0674428427763809,NA,-0.0674428427763809
0,3.84105750439598,0.97505189063644,0.97505189063644,0.97505189063644
0,3.33677976115142,0.0311914676982057,0.0311914676982057,0.0311914676982057
0,3.52443731960432,0.567277096973976,0.567277096973976,0.567277096973976
0,4.68154695086845,0.271243243025213,0.271243243025213,0.271243243025213
0,3.24736830194825,-0.345835165987327,-0.345835165987327,-0.345835165987327
0,5.50483650029753,-0.310729402166296,-0.310729402166296,-0.310729402166296
0,4.24639555486821,0.0499626340517354,0.0499626340517354,0.0499626340517354
0,4.01967403879842,-0.211614453804355,-0.211614453804355,-0.211614453804355
0,4.20175620547444,0.500060460099699,0.500060460099699,0.500060460099699
0,4.52326069254839,-0.0102834908104645,-0.0102834908104645,-0.0102834908104645
0,4.88287855898242,0.210468562571867,0.210468562571867,0.210468562571867
0,3.01644631323759,0.134112613185355,0.134112613185355,0.134112613185355
0,5.4557809635761,-0.158773043077678,-0.158773043077678,-0.158773043077678
0,3.43963455188901,-1.07526332107656,-1.07526332107656,-1.07526332107656
0,4.34198786155579,-0.0341767290069495,-0.0341767290069495,-0.0341767290069495
0,3.76030791578506,-0.824006105473794,-0.824006105473794,-0.824006105473794
0,2.86986605505747,-0.248021719767482,-0.248021719767482,-0.248021719767482
-1,3.06102598131663,-0.724111953961212,NA,-0.724111953961212
0,4.99740594363814,-0.0508693344767712,-0.0508693344767712,-0.0508693344767712
0,4.20828946816163,0.00779627248465875,0.00779627248465875,0.00779627248465875
0,5.12921566952708,-0.0576902488190427,-0.0576902488190427,-0.0576902488190427
0,3.23949221456104,-0.185488401860804,-0.185488401860804,-0.185488401860804
0,4.35389108112335,0.247906790430824,0.247906790430824,0.247906790430824
0,4.43472458232887,0.0645824722191231,0.0645824722191231,0.0645824722191231
0,4.02345818891575,-0.000411458564081535,-0.000411458564081535,-0.000411458564081535
0,5.37825784541192,-0.0334377482852855,-0.0334377482852855,-0.0334377482852855
0,3.60699913483713,0.128347415755904,0.128347415755904,0.128347415755904
0,4.79190280684229,0.275645143071435,0.275645143071435,0.275645143071435
0,4.54273484165309,-0.192706058861296,-0.192706058861296,-0.192706058861296
0,3.5184894122203,-0.244580130249121,-0.244580130249121,-0.244580130249121
0,4.553757985785,-0.226642439358443,-0.226642439358443,-0.226642439358443
0,4.06223285849363,-0.347096023667862,-0.347096023667862,-0.347096023667862
0,3.86024679900415,-0.0339034325352823,-0.0339034325352823,-0.0339034325352823
0,4.3709080050953,-0.245378887810452,-0.245378887810452,-0.245378887810452
1,3.19621656577778,0.994493122883513,0.994493122883513,NA
0,4.05595837826324,0.760726643752987,0.760726643752987,0.760726643752987
0,4.03074331659781,0.0925220203910877,0.0925220203910877,0.0925220203910877
0,2.90710514638169,0.101961404278785,0.101961404278785,0.101961404278785
0,4.82816777093908,0.105405923186685,0.105405923186685,0.105405923186685
0,3.62089726766429,-0.0740373383313289,-0.0740373383313289,-0.0740373383313289
0,4.01042367702541,0.0643036708295557,0.0643036708295557,0.0643036708295557
1,2.80184277480735,0.205745540942662,0.205745540942662,NA
0,5.23645234914458,-0.16405675205987,-0.16405675205987,-0.16405675205987
0,4.12576363022867,-0.0357512100917443,-0.0357512100917443,-0.0357512100917443
0,4.84873134141235,-0.152232583126366,-0.152232583126366,-0.152232583126366
-1,3.66321913839786,-1.92849826812369,NA,-1.92849826812369
0,4.42463696421122,-0.130361888180464,-0.130361888180464,-0.130361888180464
0,4.47333723237436,0.321473586226209,0.321473586226209,0.321473586226209
0,5.34279523516367,0.111331228889112,0.111331228889112,0.111331228889112
0,5.18241455869452,0.000570689283044601,0.000570689283044601,0.000570689283044601
0,4.11642629586025,0.0868831024646362,0.0868831024646362,0.0868831024646362
0,4.3986429132646,0.0455929539108935,0.0455929539108935,0.0455929539108935
0,4.34129453785414,-0.21914030905125,-0.21914030905125,-0.21914030905125
0,4.25687507504091,0.161567631970461,0.161567631970461,0.161567631970461
0,3.25649320164331,0.177761057831558,0.177761057831558,0.177761057831558
0,3.84641460619334,0.10385311906834,0.10385311906834,0.10385311906834
0,4.52879836647317,-0.0648446249215429,-0.0648446249215429,-0.0648446249215429
0,4.75049015056262,-0.018204316166706,-0.018204316166706,-0.018204316166706
0,3.64078468932598,-0.0998857090887642,-0.0998857090887642,-0.0998857090887642
0,3.54496249483342,0.147635059345582,0.147635059345582,0.147635059345582
0,4.33073596438331,0.0814027060415823,0.0814027060415823,0.0814027060415823
0,3.66550605956301,0.266012946936689,0.266012946936689,0.266012946936689
0,3.99748009891286,-0.0678567306775282,-0.0678567306775282,-0.0678567306775282
0,4.77633654106477,0.599879428678888,0.599879428678888,0.599879428678888
0,3.39244616500446,-0.9940472379301,-0.9940472379301,-0.9940472379301
0,4.54718819904518,0.482384632548759,0.482384632548759,0.482384632548759
0,5.48641325751797,0.204836936152474,0.204836936152474,0.204836936152474
0,4.46818063012738,0.152022961275296,0.152022961275296,0.152022961275296
0,4.53320167294883,-0.704432184324205,-0.704432184324205,-0.704432184324205
0,4.58099631868067,0.289667343279824,0.289667343279824,0.289667343279824
0,3.96625971203994,0.21124459053237,0.21124459053237,0.21124459053237
0,4.199502664121,-0.403795753321089,-0.403795753321089,-0.403795753321089
0,4.20998390144206,0.352316414977508,0.352316414977508,0.352316414977508
0,4.2311435818931,0.033659368937407,0.033659368937407,0.033659368937407
